Voltage,Current,Power,Power_Factor,Label
227.0660476541037,6.149359878669285,1248.732871614961,0.9278412903443597,0
235.82244342489435,5.132915221868111,1109.7519663855587,0.9304538043669999,0
229.72242674091265,5.219298459196111,1066.5776540092886,0.9293982789019114,0
239.13520766275272,6.749854080782637,1555.4424563606972,0.9615843391028412,0
224.8232973328265,4.409891109964408,939.5389793320653,0.9436468034192944,0
222.762828579556,5.006210978763942,1016.246120935163,0.9427837970164339,0
229.2799238143417,16.90595560701778,2842.0225131224356,0.75,1
233.21803953991173,4.054183102829037,925.2044475932387,0.9496816430999551,0
232.63898775058252,4.10229624322298,816.7693873339933,0.929256106044663,0
232.9643743846978,11.38155500599229,2660.2112496742557,0.9617823931642268,0
230.32238828350145,3.871550509711445,854.0969346543011,0.9937985564393497,0
231.42983731267364,30.58537496570369,6585.867990551094,0.9194878843752491,0
230.2875277470737,4.392181755296793,972.8304112606431,0.9462493175989025,0
226.680819138817,3.625477228686553,839.7699781075278,0.9837681436848891,0
228.75714783323392,5.55071642448998,1129.9493769302344,0.9353371894213461,0
227.97488131669894,5.144564145827536,1112.9213612536314,0.9471515852982486,0
227.28625137756893,3.4039460709079585,774.6486928178797,0.9462729395377169,0
229.96080453626095,13.329312954866419,1850.8376276928525,0.6332572368985806,1
235.0288043210647,3.7786624314556048,852.7026573735657,0.9363360880186378,0
231.26005946440964,11.397706622267094,2576.1962621091734,0.9859428960367638,0
227.3917424998764,5.444379962028918,1203.7387358595413,0.9655875093733133,0
227.62786865561165,2.7719630396792834,594.1597578907221,0.9775452780762647,0
230.71670346782366,4.468823915763114,1023.378210844915,0.9606601611720827,0
234.8397729502377,8.963512401491009,2032.830999925334,0.9259115953494793,0
229.37234504686643,8.339405291537517,1834.1099840939837,0.9689387436391041,0
225.79915867382246,4.705409212368664,983.2333234320888,0.9082011216312418,0
232.4670804478915,3.9440714338651057,720.4215786054772,0.8865253111093495,1
227.80503207040027,6.494837168127806,1491.0890443471712,0.9649197027062478,0
230.82222353652062,6.682433143315003,1429.7239680369892,0.9485294060197705,0
232.65098191227412,3.492235104330062,749.6748786970094,0.9261412654062591,0
230.3309250238485,3.66498615663885,753.724321371045,0.9420137325893982,0
235.4818738520481,5.098184326905065,1063.3910986553246,0.9144349013782594,0
235.0746394263797,13.311161130235401,3002.0263627981667,0.944677067578171,0
231.8048824557984,4.836653717518837,1042.4018411035665,0.9314187011821274,0
228.6147734720953,3.8455232173538394,858.0525969469905,0.9420310302656492,0
231.5120948258048,3.9671259272683743,872.1791994829792,0.9609304883210702,0
230.15281436141865,6.091156025326869,1329.1338570174532,0.9472823170786662,0
231.17494700668874,3.739991918177524,814.0668214792653,0.9490798234257477,0
236.64419833546577,4.344695901863502,1018.11088498229,0.9411131371735941,0
218.62128990992002,22.695523145127453,4243.417976935988,0.8631997484102089,1
226.8150064947759,5.417859908595653,1196.0149403655523,0.923126433652735,0
226.06295596818913,12.13588340346915,2092.7072476930575,0.7360341540374375,1
232.56080814521493,3.830156825013558,815.1360042529391,0.9288455404716882,0
230.55876108839735,2.9209923086117344,612.2965417425988,0.9438333054094555,0
238.34259581595083,6.69928754451959,1506.0822148278821,0.9681699354304072,0
232.0175279883526,4.034334483522806,961.3567464145024,0.9677910726215925,0
233.1322696612613,8.567982266712313,1833.592432951106,0.9365302846574021,0
231.01871648741147,4.130548969503331,897.2560865068344,0.941355301989017,0
231.8689539082523,3.6687134281198754,859.6017170918574,0.9694741498871225,0
233.40826750733842,3.2126151447879243,693.4358533271431,0.9296984690250568,0
223.9215172446428,2.697928119703889,523.4301453613153,0.887277659951964,1
226.0453065274722,4.8502856312884495,1117.7515079286532,0.9769097791241024,0
237.8202110488398,3.4880567860229705,811.3108890107725,0.9640415876187559,0
229.6919286117058,3.900948429975542,861.1276196872246,0.9560381474306707,0
232.56132984453754,25.127381991486942,5436.4394483365595,0.9318381794628879,0
231.40763330882857,25.91878868348894,5341.044096718268,0.912275688695642,0
230.33094886552524,4.079147450228513,931.2325669512735,0.9427296337047988,0
231.2174077375166,4.77758391367087,1077.0101142208791,0.9653418078421316,0
237.16720800664348,10.197273128520001,2323.4612467202633,0.9613215556162257,0
226.748201177418,6.469704871194799,1443.2102913786293,0.9656831350095392,0
230.76660695457116,10.131764318643574,2140.2117024823747,0.9219136716660765,0
234.7744047024379,13.372573196571706,2886.9037831662613,0.9420845090041639,0
230.74094250167906,5.841019887299495,1287.234365607455,0.9315836291554488,0
229.9709552487237,11.413100286262177,2528.2248212508403,0.9502831895903701,0
224.8955047623742,3.509223473896643,809.7893442334255,0.9955154009657088,0
230.38014924525754,5.808966833153763,1214.6903480247772,0.927346724928807,0
227.5133266402401,5.113407907566953,1064.9754650792281,0.9603122860157085,0
228.10617470942148,5.8165684136609865,1304.2364918248795,0.9232701297191197,0
226.2486336788172,4.773387385559366,935.1137990232123,0.9062176866053759,0
239.3226625878438,4.668102611664269,808.8325593153477,0.9008080132111053,1
237.15288184613627,7.261836868593508,1640.9350035722484,0.9761875921944022,0
224.50676042993737,14.279669005650387,2974.3919128816483,0.9311035221271247,0
225.8044178453887,4.88781693426874,982.0778427116238,0.9493651249606592,0
229.19667882065957,3.546769412286108,770.7201403064765,0.9520284808800537,0
227.03048433434367,3.084916172857964,718.2136244301796,0.9392411206733371,0
227.4641654850692,24.329389303209904,5226.650951267811,0.9526229981756018,0
226.33557129541572,25.913543873447342,5688.526320683596,0.9676998093437332,0
228.22068433262547,4.818886367248968,1029.6465569284949,0.9617727091959254,0
227.20510736083813,16.08146864432958,2174.995528414006,0.6034243612043723,1
223.02683519778898,8.151369179957658,1860.8606257927754,0.938763158012966,0
234.43854849854262,13.244850231861273,2810.1272142167586,0.9194867518142631,0
229.75282107242532,2.884532321750394,657.133542664533,0.9457188445873596,0
231.74938286931712,23.933109812177406,5172.648993985736,0.9245475883803433,0
232.15827756769315,10.714948811295313,2273.162913774902,0.9455151808890362,0
228.9446143939306,11.114732021833586,2342.795525332124,0.9546065160635673,0
233.67266128116444,4.33523832847376,894.5665340843897,0.9477733476927704,0
231.66135090317556,4.813158040316031,1076.602253745563,0.9859509722027154,0
226.9968189973252,11.463025686668638,2609.5786085680934,0.9876232701467423,0
229.1252884739544,12.46028903702548,2729.955079741215,0.9455730366322264,0
233.0075367143618,6.020288325696878,1365.6149425908088,0.9811432177939732,0
231.4710502752896,5.540974275704501,1203.3089380971178,0.8902945117042231,1
229.32417931341382,8.763884041180543,1934.6344614515933,0.9819675352105202,0
227.72575541877518,4.818038341670931,984.2654676561563,0.9408501879100936,0
229.05469514833527,15.074468241334202,3347.082418144385,0.964084294038278,0
228.5713270380277,3.4853893490393095,769.3262926564661,0.9521182394779663,0
224.0684240393671,4.817707113437905,968.8395819334137,0.9618100463759055,0
235.79701066362355,9.076964145623633,1979.5714128314023,0.9763478813126865,0
230.18242413979686,3.9621752023395396,913.0414117822899,0.9487816433445843,0
224.04044601873113,5.531617090533856,1137.2728513531279,0.9303293859895709,0
233.65501110040302,6.967245398461925,1491.6250507970724,0.9187442986159109,0
225.92664246690023,5.074097357837001,1050.2727165710103,0.9345563950987508,0
224.12957764451681,10.109082928481946,2155.0950626934346,0.9201490396750892,0
229.33952080643155,7.462398868183847,1589.6010933305013,0.9378692899867408,0
227.10771976154842,4.9391488983447145,1024.4262519917743,0.9810229416279603,0
228.9514407325265,5.280096794782822,1085.1898907903105,0.9109014152901824,0
238.7905584865571,4.217836052169836,775.3937894516415,0.8636673460348527,1
240.12552865670384,12.482765540317843,2880.7233484140297,0.9507483773585886,0
232.04532067746456,8.466165433512453,1874.43296596951,0.9554016882269553,0
232.5023306285631,12.457900607199402,2888.360461312611,0.9679262710506454,0
227.75703734990213,31.960334648542094,6986.625923185822,0.9609825335111672,0
227.82419633058095,11.273673181295983,1676.737103891105,0.6040131222441755,1
228.93321858445876,5.457569455192002,1087.831173981573,0.9180976855526495,0
227.43596584938356,9.61120692940188,2041.703978105397,0.950757238300179,0
222.1955917784594,3.6322517758763277,762.0531813142073,0.9780580956792437,0
233.18448186994812,4.443754710929469,935.0968721461519,0.9261256243546254,0
234.71208163142808,3.466647579483257,881.5713976818514,0.9673020312432742,0
231.8170504600301,6.066392973229875,1347.9250484596187,0.9681777807273857,0
228.34232994261927,10.47726745965362,2279.494205132567,0.9371753238428588,0
228.73691586091977,20.833254182886993,4466.979546635369,0.9297915122715275,0
231.1231981106189,4.335756422924353,1062.6977589661399,0.9830246794341371,0
229.22772583085367,4.572930802095128,987.9754851149826,0.9529919591503757,0
228.78183567006917,5.551030506635491,1146.9813876964677,0.9498591440215053,0
231.19942603835125,3.3043009363383873,675.7042935848428,0.8890164766823796,1
